probe,log2FC,pval,padj,-log10padj,significance
ILMN_20095,-4.006398845598881,0.9356046683642021,0.9655348149048076,0.015232061969052206,Not significant
ILMN_15767,63.01506118326142,0.9357135181740648,0.9655348149048076,0.015232061969052206,Not significant
ILMN_28309,-10.655705916304669,0.9356991787496844,0.9655348149048076,0.015232061969052206,Not significant
ILMN_16547,-5.670251370851247,0.9361262890467036,0.96571398917961,0.015151477428205481,Not significant
ILMN_16022,3.524675324675286,0.9363431489450948,0.96571398917961,0.015151477428205481,Not significant
ILMN_21982,-3.7774989898990725,0.9364499289014401,0.96571398917961,0.015151477428205481,Not significant
ILMN_23479,-4.12795584415602,0.9375565676986753,0.9666615682981736,0.01472554737154319,Not significant
ILMN_1923,5.122289466089228,0.9377777550361494,0.9666960117993786,0.014710073128530607,Not significant
ILMN_24625,13.528879653679724,0.9384895586818722,0.9672360857045602,0.014467509159257451,Not significant
ILMN_23214,13.08468253968249,0.9388790239454792,0.9674437980927396,0.014374255132985356,Not significant
ILMN_3459,4.9604406926409865,0.9392896769292178,0.9676732553195144,0.01427126187197053,Not significant
ILMN_5253,-4.507316017316043,0.9400202937966793,0.9682321873680082,0.014020484012874701,Not significant
ILMN_1400,3.8942040404040767,0.9405058373963493,0.9685385178868586,0.013883103108956943,Not significant
ILMN_13072,30.112700432900965,0.9413970931737883,0.9688748971728632,0.013732296194881987,Not significant
ILMN_14351,4.070935642136192,0.9410263036999892,0.9688748971728632,0.013732296194881987,Not significant
ILMN_21418,3.7666649350645685,0.9412659718279726,0.9688748971728632,0.013732296194881987,Not significant
ILMN_8938,3.503703318903149,0.9423705208545099,0.9693941688778983,0.013499596983559322,Not significant
ILMN_23388,22.835783838384486,0.9421090908008074,0.9693941688778983,0.013499596983559322,Not significant
ILMN_12802,36.29798614718129,0.9428578760667297,0.9693941688778983,0.013499596983559322,Not significant
ILMN_9160,-3.5577792207790253,0.9428694868845267,0.9693941688778983,0.013499596983559322,Not significant
ILMN_22847,32.47589062048792,0.9430314680925631,0.9693941688778983,0.013499596983559322,Not significant
ILMN_17338,20.43465050505165,0.9425800658410539,0.9693941688778983,0.013499596983559322,Not significant
ILMN_25244,-5.5283206349199645,0.9437558297977487,0.9699451011776423,0.013252846074306865,Not significant
ILMN_137709,7.270725829725734,0.944041834601137,0.9700453821410486,0.013207947432318078,Not significant
ILMN_27771,10.632657720057864,0.9443490051902454,0.9701673675352991,0.013153337355485618,Not significant
ILMN_8231,-4.309110822511229,0.944623280434246,0.9702555162959893,0.013113879440719012,Not significant
ILMN_11329,-3.879541991342421,0.945498160994054,0.9707871576695656,0.012875977488571218,Not significant
ILMN_19345,-4.368434920635082,0.9455180280798761,0.9707871576695656,0.012875977488571218,Not significant
ILMN_1584,-4.864852236652268,0.9470433431214252,0.9719254858279401,0.01236702965626057,Not significant
ILMN_6451,3.249831457431469,0.9468399812515691,0.9719254858279401,0.01236702965626057,Not significant
ILMN_29574,-7.202255988455931,0.9472698460574145,0.9719254858279401,0.01236702965626057,Not significant
ILMN_22238,-3.7798025974020675,0.9473819129534972,0.9719254858279401,0.01236702965626057,Not significant
ILMN_14756,12.58627532467517,0.94809827369429,0.9724666094796185,0.012125301639997239,Not significant
ILMN_18458,2.8504920634918562,0.94856019751731,0.9725528573628983,0.012086785850878048,Not significant
ILMN_8143,3.9886262626262123,0.948383990747224,0.9725528573628983,0.012086785850878048,Not significant
ILMN_23472,4.256149206349164,0.9490771738852214,0.9728891459898685,0.011936641774392652,Not significant
ILMN_8604,-6.6375425685421305,0.9501717619960444,0.9736925721796457,0.011578142999444605,Not significant
ILMN_6524,8.936216450216762,0.950428355711484,0.9736925721796457,0.011578142999444605,Not significant
ILMN_13109,3.9491327561327694,0.9503601104829293,0.9736925721796457,0.011578142999444605,Not significant
ILMN_16225,-3.464900721500669,0.9509629296650979,0.9740463911492089,0.011420358377729584,Not significant
ILMN_21900,7.11140663780634,0.9515066596187518,0.9743833658295528,0.01127013869939693,Not significant
ILMN_29918,-3.357577200577225,0.9516704668591669,0.9743833658295528,0.01127013869939693,Not significant
ILMN_15149,-11.187990764790584,0.951961517554122,0.9744658376947255,0.011233381544545338,Not significant
ILMN_22312,5.94115353535517,0.9521295966597648,0.9744658376947255,0.011233381544545338,Not significant
ILMN_15766,8.154445887445036,0.9527743286129063,0.9745581671480639,0.011192234619692326,Not significant
ILMN_21075,-3.8714499278505627,0.9529540368189717,0.9745581671480639,0.011192234619692326,Not significant
ILMN_14465,-27.380924386725383,0.9529770422345287,0.9745581671480639,0.011192234619692326,Not significant
ILMN_14306,-6.65831457431409,0.9529023844051452,0.9745581671480639,0.011192234619692326,Not significant
